patient_id	PC1	PC2	cluster
TCGA-BP-4807	2.552906763258233	-6.116850720224299	2
TCGA-BP-4959	-0.8581212367360976	-3.305293714993972	2
TCGA-BP-4960	0.6912958795190715	0.08650148345490606	2
TCGA-BP-4961	-1.4050446702143335	-4.427102419682651	2
TCGA-BP-4962	6.905410385035487	-1.0347780130576316	1
TCGA-BP-4963	-3.1354773241369114	2.2545363477680014	2
TCGA-BP-4964	5.888381005907682	-3.9498829171005476	1
TCGA-BP-4965	-1.2934313909538107	-4.08068116340029	2
TCGA-BP-4967	0.10546712063821295	0.26214589621649853	2
TCGA-BP-4968	-4.090843915712417	-0.6594112245074775	2
TCGA-BP-4969	1.1272422376759055	1.0897936165388047	2
TCGA-BP-4970	2.348966761202213	-5.608155339097037	2
TCGA-BP-4971	-0.11880141047459589	-1.6408249165020183	2
TCGA-BP-4972	6.417464970598495	-5.260907017772137	1
TCGA-BP-4973	-3.9770300764555926	-0.483544958721708	2
TCGA-BP-4974	2.690368626266974	-4.05866720670363	2
TCGA-BP-4975	-4.587308870461231	-4.135467712262398	2
TCGA-BP-4976	-4.304942155549969	-5.1137803320129676	2
TCGA-BP-4977	-4.626887849551172	1.5175565639116475	2
TCGA-BP-4981	-4.0556692388118565	3.209037512726109	2
TCGA-BP-4982	-3.6415449722284925	-4.781821696354311	2
TCGA-BP-4983	-3.0453588106308302	5.622348259499989	2
TCGA-BP-4985	-1.0262120073814338	3.53554044282388	2
TCGA-BP-4986	-2.3291624434232845	-2.1485995568358804	2
TCGA-BP-4987	-0.6439271340586146	-3.8024122507702725	2
TCGA-BP-4988	13.347286077223076	7.03573894000016	1
TCGA-BP-4989	3.9492582434264016	1.6678403924513188	1
TCGA-BP-4991	-1.9970190999262043	-0.7603974605744546	2
TCGA-BP-4992	-6.3636402522427655	4.94541237384496	2
TCGA-BP-4993	8.758594377966276	-5.000956130071696	1
TCGA-BP-4994	4.58073656410212	-0.521641364306418	1
TCGA-BP-4995	-0.5861342620773348	-2.5285339324540907	2
